#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
       115   -1.0448708560e+01    1.0946760380e+02   -2.1679686332e+01    1.1230977773e+01   -6.6322448676e+00    6.0395514237e-01   -2.8757291839e+00   -1.2775667423e+01    1.4000000000e+02    2.7890000000e-03    7.7187500000e-01
       116   -1.0489412511e+01    1.1029904833e+02   -2.1555761546e+01    1.1066349035e+01   -6.7316166887e+00    6.6611184709e-01   -2.7145892813e+00   -1.2775667423e+01    1.4000000000e+02    2.8480000000e-03    7.5937500000e-01
       117   -1.0465460733e+01    1.0986600724e+02   -2.1081226764e+01    1.0615766031e+01   -6.1057847691e+00    5.4198693200e-01   -2.7417615040e+00   -1.2775667423e+01    1.4000000000e+02    2.8670000000e-03    7.6250000000e-01
       118   -1.0345754946e+01    1.0742161289e+02   -2.2478835376e+01    1.2133080430e+01   -7.3150091424e+00    3.4380153366e-01   -2.7319603444e+00   -1.2775667423e+01    1.4000000000e+02    2.8920000000e-03    7.6428571429e-01
       119   -1.0485828384e+01    1.1030086901e+02   -2.1348955816e+01    1.0863127431e+01   -6.5231181527e+00    7.3985090538e-01   -2.7900211450e+00   -1.2775667423e+01    1.4000000000e+02    2.8600000000e-03    7.5044642857e-01
       120   -1.0510730469e+01    1.1088431110e+02   -2.2594559037e+01    1.2083828568e+01   -7.7106902650e+00    5.3606221559e-01   -2.6442635646e+00   -1.2775667423e+01    1.4000000000e+02    2.8470000000e-03    7.5669642857e-01
       121   -1.0459980566e+01    1.0987910724e+02   -2.2061053711e+01    1.1601073146e+01   -6.8492887912e+00    3.4076785970e-01   -2.7768653566e+00   -1.2775667423e+01    1.4000000000e+02    2.8630000000e-03    7.5491071429e-01
       122   -1.0495659694e+01    1.1056522690e+02   -2.2006082661e+01    1.1510422966e+01   -6.8554954095e+00    3.5170050853e-01   -2.7266203364e+00   -1.2775667423e+01    1.4000000000e+02    2.9300000000e-03    7.6473214286e-01
       123   -1.0618440388e+01    1.1298584941e+02   -2.1643378199e+01    1.1024937812e+01   -6.9194503163e+00    7.5231941935e-01   -2.7005798792e+00   -1.2775667423e+01    1.4000000000e+02    2.9280000000e-03    7.6785714286e-01
       124   -1.0481097565e+01    1.1013294273e+02   -2.1872099525e+01    1.1391001960e+01   -7.0602108322e+00    7.0636648713e-01   -2.7425877562e+00   -1.2775667423e+01    1.4000000000e+02    2.9590000000e-03    7.7455357143e-01
       125   -1.0636768343e+01    1.1352411987e+02   -2.1764806408e+01    1.1128038065e+01   -7.0324701609e+00    5.8025737077e-01   -2.5369261946e+00   -1.2775667423e+01    1.4000000000e+02    2.8460000000e-03    7.7500000000e-01
       126   -1.0484659588e+01    1.1027220424e+02   -2.1230643507e+01    1.0745983919e+01   -6.4617097326e+00    6.9946475397e-01   -2.6927311048e+00   -1.2775667423e+01    1.4000000000e+02    2.8420000000e-03    7.7544642857e-01
       127   -1.0436104191e+01    1.0938336599e+02   -2.1750826022e+01    1.1314721831e+01   -7.1744450478e+00    8.3075587447e-01   -2.6314694250e+00   -1.2775667423e+01    1.4000000000e+02    2.8280000000e-03    7.7321428571e-01
       128   -1.0452555074e+01    1.0964378590e+02   -2.1902296591e+01    1.1449741517e+01   -6.8446946316e+00    3.5822383744e-01   -2.6401583734e+00   -1.2775667423e+01    1.4000000000e+02    2.8340000000e-03    7.5848214286e-01
       129   -1.0540983972e+01    1.1181988636e+02   -2.2170258484e+01    1.1629274512e+01   -7.4307178380e+00    5.3729459131e-01   -2.5011678143e+00   -1.2775667423e+01    1.4000000000e+02    2.8760000000e-03    7.6250000000e-01
       130   -1.0525294602e+01    1.1121585629e+02   -2.2207969590e+01    1.1682674987e+01   -7.6901763097e+00    8.1687781621e-01   -2.5590036728e+00   -1.2775667423e+01    1.4000000000e+02    2.8440000000e-03    7.4464285714e-01
       131   -1.0478107572e+01    1.1010415355e+02   -2.1961911390e+01    1.1483803818e+01   -6.9613026811e+00    7.0069619546e-01   -2.9256374811e+00   -1.2775667423e+01    1.4000000000e+02    2.8220000000e-03    7.7500000000e-01
       132   -1.0544422276e+01    1.1151954960e+02   -2.2313689388e+01    1.1769267112e+01   -7.8898806850e+00    8.8800340924e-01   -2.5361446890e+00   -1.2775667423e+01    1.4000000000e+02    2.9390000000e-03    7.6250000000e-01
       133   -1.0623718882e+01    1.1325075962e+02   -2.1900676831e+01    1.1276957949e+01   -6.8037655592e+00    6.2039669516e-01   -2.9416405433e+00   -1.2775667423e+01    1.4000000000e+02    2.8010000000e-03    7.7053571429e-01
       134   -1.0530694965e+01    1.1114150219e+02   -2.2104705654e+01    1.1574010689e+01   -7.2959231187e+00    7.1765209896e-01   -2.7507672107e+00   -1.2775667423e+01    1.4000000000e+02    2.9920000000e-03    7.7053571429e-01
       135   -1.0415122775e+01    1.0880916145e+02   -2.2327516581e+01    1.1912393807e+01   -6.9048534130e+00    2.1843003202e-01   -2.8654257771e+00   -1.2775667423e+01    1.4000000000e+02    2.9410000000e-03    7.5223214286e-01
       136   -1.0539037967e+01    1.1145200798e+02   -2.2654167351e+01    1.2115129384e+01   -7.7900352313e+00    5.4380424111e-01   -2.6322689375e+00   -1.2775667423e+01    1.4000000000e+02    2.8850000000e-03    7.6651785714e-01
       137   -1.0385408294e+01    1.0821989858e+02   -2.1178575234e+01    1.0793166939e+01   -6.0112498442e+00    5.1590006666e-01   -2.9075580331e+00   -1.2775667423e+01    1.4000000000e+02    2.7700000000e-03    7.5758928571e-01
       138   -1.0547993414e+01    1.1156403582e+02   -2.2146488477e+01    1.1598495063e+01   -7.2283407235e+00    5.7569591039e-01   -2.7181762403e+00   -1.2775667423e+01    1.4000000000e+02    2.8530000000e-03    7.6875000000e-01
       139   -1.0499928154e+01    1.1051308445e+02   -2.2069471486e+01    1.1569543332e+01   -7.3356774354e+00    7.3644380650e-01   -2.6945704340e+00   -1.2775667423e+01    1.4000000000e+02    2.9180000000e-03    7.5714285714e-01
       140   -1.0447179195e+01    1.0954675139e+02   -2.2338393661e+01    1.1891214466e+01   -7.5377660005e+00    6.6650988005e-01   -2.6914701172e+00   -1.2775667423e+01    1.4000000000e+02    2.8140000000e-03    7.6071428571e-01
       141   -1.0514582650e+01    1.1079365669e+02   -2.2192150522e+01    1.1677567872e+01   -6.9832708595e+00    3.7896422169e-01   -2.8121764613e+00   -1.2775667423e+01    1.4000000000e+02    2.7730000000e-03    7.6428571429e-01
       142   -1.0533127749e+01    1.1156800871e+02   -2.1666661347e+01    1.1133533597e+01   -6.8214096633e+00    5.0013465898e-01   -2.5697189189e+00   -1.2775667423e+01    1.4000000000e+02    2.8680000000e-03    7.6741071429e-01
       143   -1.0498921114e+01    1.1082315579e+02   -2.2339396978e+01    1.1840475864e+01   -7.4612630897e+00    5.6717489658e-01   -2.6696413617e+00   -1.2775667423e+01    1.4000000000e+02    2.8680000000e-03    7.6116071429e-01
       144   -1.0476288084e+01    1.1000654294e+02   -2.1829163240e+01    1.1352875155e+01   -6.7468450263e+00    4.8078812341e-01   -2.7874389135e+00   -1.2775667423e+01    1.4000000000e+02    2.8650000000e-03    7.6383928571e-01
       145   -1.0434128652e+01    1.0942888903e+02   -2.2303328146e+01    1.1869199493e+01   -7.2663030063e+00    5.3973386381e-01   -2.8010915799e+00   -1.2775667423e+01    1.4000000000e+02    2.8100000000e-03    7.5848214286e-01
       146   -1.0556377452e+01    1.1181193993e+02   -2.1092965734e+01    1.0536588282e+01   -5.9912993490e+00    5.5868662579e-01   -2.8846855875e+00   -1.2775667423e+01    1.4000000000e+02    2.7990000000e-03    7.6205357143e-01
       147   -1.0508082277e+01    1.1134961385e+02   -2.1477884916e+01    1.0969802639e+01   -6.5089461483e+00    5.3694588256e-01   -2.7302172273e+00   -1.2775667423e+01    1.4000000000e+02    2.8610000000e-03    7.5758928571e-01
       148   -1.0507649213e+01    1.1067004266e+02   -2.1297035409e+01    1.0789386197e+01   -6.4491429497e+00    7.5720513303e-01   -2.8294301693e+00   -1.2775667423e+01    1.4000000000e+02    2.9090000000e-03    7.7633928571e-01
       149   -1.0431897470e+01    1.0917597831e+02   -2.1508687792e+01    1.1076790322e+01   -6.5610899596e+00    5.3438541995e-01   -2.7063158286e+00   -1.2775667423e+01    1.4000000000e+02    2.8630000000e-03    7.6607142857e-01
       150   -1.0471307945e+01    1.1032570860e+02   -2.1961573065e+01    1.1490265120e+01   -6.6229973058e+00    3.2327306724e-01   -2.8861814030e+00   -1.2775667423e+01    1.4000000000e+02    2.8570000000e-03    7.6339285714e-01
       151   -1.0479671159e+01    1.1008454562e+02   -2.2318033285e+01    1.1838362126e+01   -7.5389268153e+00    7.7623067297e-01   -2.7796697197e+00   -1.2775667423e+01    1.4000000000e+02    2.9070000000e-03    7.5044642857e-01
       152   -1.0494638349e+01    1.1055871963e+02   -2.2336863198e+01    1.1842224848e+01   -7.6927840866e+00    6.5805197889e-01   -2.5264636668e+00   -1.2775667423e+01    1.4000000000e+02    2.7730000000e-03    7.4598214286e-01
       153   -1.0452012297e+01    1.0965449062e+02   -2.1307304137e+01    1.0855291840e+01   -6.5635439320e+00    7.3453766763e-01   -2.7026304490e+00   -1.2775667423e+01    1.4000000000e+02    2.7050000000e-03    7.6205357143e-01
       154   -1.0421748257e+01    1.0895796684e+02   -2.1535927214e+01    1.1114178957e+01   -6.9522705075e+00    7.9418742269e-01   -2.6021767057e+00   -1.2775667423e+01    1.4000000000e+02    2.6640000000e-03    7.5535714286e-01
       155   -1.0466766879e+01    1.0991206873e+02   -2.1691129978e+01    1.1224363099e+01   -6.9305384270e+00    4.9738862192e-01   -2.4823127500e+00   -1.2775667423e+01    1.4000000000e+02    2.8910000000e-03    7.6741071429e-01
       156   -1.0554166467e+01    1.1191303701e+02   -2.1412720146e+01    1.0858553679e+01   -6.6301129472e+00    5.4592543369e-01   -2.5528652093e+00   -1.2775667423e+01    1.4000000000e+02    2.8410000000e-03    7.6964285714e-01
       157   -1.0453879732e+01    1.0970798538e+02   -2.1949091738e+01    1.1495212006e+01   -7.2962013387e+00    8.5454428307e-01   -2.7317672592e+00   -1.2775667423e+01    1.4000000000e+02    2.9180000000e-03    7.6250000000e-01
       158   -1.0397954710e+01    1.0846699555e+02   -2.1591061933e+01    1.1193107223e+01   -6.3730354437e+00    2.6314754340e-01   -2.7055066098e+00   -1.2775667423e+01    1.4000000000e+02    2.9060000000e-03    7.7544642857e-01
       159   -1.0422473551e+01    1.0893093502e+02   -2.1240183591e+01    1.0817710040e+01   -6.3167353709e+00    6.4122367231e-01   -2.7890044687e+00   -1.2775667423e+01    1.4000000000e+02    2.8450000000e-03    7.5982142857e-01
       160   -1.0509017268e+01    1.1079964125e+02   -2.2211051493e+01    1.1702034225e+01   -6.9071837527e+00    2.6158647882e-01   -2.7897867959e+00   -1.2775667423e+01    1.4000000000e+02    2.8280000000e-03    7.6116071429e-01
       161   -1.0577036708e+01    1.1228051816e+02   -2.2176612199e+01    1.1599575492e+01   -7.2083334405e+00    6.2087851241e-01   -2.8134898478e+00   -1.2775667423e+01    1.4000000000e+02    2.9810000000e-03    7.6651785714e-01
       162   -1.0497034154e+01    1.1050969040e+02   -2.2640493577e+01    1.2143459423e+01   -7.9562831671e+00    5.1951221170e-01   -2.4280551980e+00   -1.2775667423e+01    1.4000000000e+02    2.9310000000e-03    7.4955357143e-01
       163   -1.0460736974e+01    1.0975565371e+02   -2.3045485615e+01    1.2584748641e+01   -8.3573416667e+00    7.2099584090e-01   -2.6334723660e+00   -1.2775667423e+01    1.4000000000e+02    2.8960000000e-03    7.5535714286e-01
       164   -1.0467903063e+01    1.0991789334e+02   -2.2609771484e+01    1.2141868421e+01   -7.8260608095e+00    4.7333621005e-01   -2.4813794617e+00   -1.2775667423e+01    1.4000000000e+02    2.8000000000e-03    7.5937500000e-01
       165   -1.0481966537e+01    1.1028074737e+02   -2.2226517059e+01    1.1744550523e+01   -7.4880581185e+00    7.9554896237e-01   -2.7583404796e+00   -1.2775667423e+01    1.4000000000e+02    2.8210000000e-03    7.6428571429e-01
       166   -1.0572011737e+01    1.1209279814e+02   -2.2507117515e+01    1.1935105778e+01   -7.7509329091e+00    5.7500411803e-01   -2.5555213004e+00   -1.2775667423e+01    1.4000000000e+02    2.8620000000e-03    7.5133928571e-01
       167   -1.0442738858e+01    1.0933351682e+02   -2.1109813500e+01    1.0667074642e+01   -6.2839457915e+00    6.7068509405e-01   -2.7208853792e+00   -1.2775667423e+01    1.4000000000e+02    2.9210000000e-03    7.6785714286e-01
       168   -1.0469279235e+01    1.1010769003e+02   -2.1248008584e+01    1.0778729348e+01   -6.4237743422e+00    5.7934537112e-01   -2.6279121894e+00   -1.2775667423e+01    1.4000000000e+02    2.8760000000e-03    7.6830357143e-01
       169   -1.0459027372e+01    1.0976865587e+02   -2.1663121724e+01    1.1204094352e+01   -6.7686511777e+00    5.3989435468e-01   -2.6586974778e+00   -1.2775667423e+01    1.4000000000e+02    2.7930000000e-03    7.6741071429e-01
       170   -1.0624542042e+01    1.1323696242e+02   -2.2618377921e+01    1.1993835879e+01   -7.8866148193e+00    7.0429264009e-01   -2.6603883185e+00   -1.2775667423e+01    1.4000000000e+02    2.7920000000e-03    7.6785714286e-01
       171   -1.0510260833e+01    1.1083159400e+02   -2.1565465766e+01    1.1055204933e+01   -6.7603436554e+00    5.8758136980e-01   -2.6170360571e+00   -1.2775667423e+01    1.4000000000e+02    2.9840000000e-03    7.6473214286e-01
       172   -1.0523088552e+01    1.1106222853e+02   -2.1760562046e+01    1.1237473494e+01   -6.5980060239e+00    6.0683021542e-01   -2.9937188138e+00   -1.2775667423e+01    1.4000000000e+02    2.8290000000e-03    7.6250000000e-01
       173   -1.0440347764e+01    1.0933464487e+02   -2.2153873839e+01    1.1713526075e+01   -7.5987525081e+00    8.4010529245e-01   -2.6195591997e+00   -1.2775667423e+01    1.4000000000e+02    2.9500000000e-03    7.7723214286e-01
       174   -1.0415117062e+01    1.0883087250e+02   -2.3025170825e+01    1.2610053763e+01   -7.8858173579e+00    3.9938845283e-01   -2.7630744965e+00   -1.2775667423e+01    1.4000000000e+02    2.8400000000e-03    7.4955357143e-01
       175   -1.0533487714e+01    1.1126881463e+02   -2.2274017021e+01    1.1740529307e+01   -7.1435331785e+00    5.6780997008e-01   -2.9226263896e+00   -1.2775667423e+01    1.4000000000e+02    2.8480000000e-03    7.5892857143e-01
       176   -1.0442009441e+01    1.0933695597e+02   -2.1552711332e+01    1.1110701890e+01   -6.4701957677e+00    5.2977391071e-01   -2.8366220513e+00   -1.2775667423e+01    1.4000000000e+02    2.8920000000e-03    7.6294642857e-01
       177   -1.0497662296e+01    1.1054589354e+02   -2.1348454205e+01    1.0850791909e+01   -6.6061480633e+00    7.7048825579e-01   -2.7371269743e+00   -1.2775667423e+01    1.4000000000e+02    2.8130000000e-03    7.6785714286e-01
       178   -1.0455605697e+01    1.0965710763e+02   -2.2027195262e+01    1.1571589565e+01   -7.3819263038e+00    7.4590910561e-01   -2.6155106403e+00   -1.2775667423e+01    1.4000000000e+02    3.0140000000e-03    7.4285714286e-01
       179   -1.0463283632e+01    1.0972892669e+02   -2.1708086931e+01    1.1244803299e+01   -6.4732002104e+00    4.1294816401e-01   -2.8721674616e+00   -1.2775667423e+01    1.4000000000e+02    2.9570000000e-03    7.7187500000e-01
       180   -1.0476936786e+01    1.1001273179e+02   -2.1656064305e+01    1.1179127519e+01   -6.7825210169e+00    5.4919641898e-01   -2.6470722833e+00   -1.2775667423e+01    1.4000000000e+02    2.9250000000e-03    7.5133928571e-01
       181   -1.0468929891e+01    1.0998682800e+02   -2.1854816194e+01    1.1385886303e+01   -6.8896777861e+00    7.2412725969e-01   -2.9135982445e+00   -1.2775667423e+01    1.4000000000e+02    2.8360000000e-03    7.6651785714e-01
       182   -1.0484583974e+01    1.1027091448e+02   -2.2026946673e+01    1.1542362699e+01   -7.0811696797e+00    5.6302112901e-01   -2.7331306989e+00   -1.2775667423e+01    1.4000000000e+02    3.0370000000e-03    7.6294642857e-01
       183   -1.0550804880e+01    1.1190338076e+02   -2.2218791164e+01    1.1667986284e+01   -7.3005451030e+00    5.7109690291e-01   -2.7136755409e+00   -1.2775667423e+01    1.4000000000e+02    2.9890000000e-03    7.4017857143e-01
       184   -1.0507596641e+01    1.1065690847e+02   -2.1283099112e+01    1.0775502472e+01   -6.3717155754e+00    7.8244235193e-01   -2.9181584656e+00   -1.2775667423e+01    1.4000000000e+02    2.9870000000e-03    7.6071428571e-01
       185   -1.0488380103e+01    1.1029612369e+02   -2.0960568382e+01    1.0472188279e+01   -6.0679289671e+00    5.5753168296e-01   -2.6745036743e+00   -1.2775667423e+01    1.4000000000e+02    2.9470000000e-03    7.6875000000e-01
       186   -1.0515395864e+01    1.1086080204e+02   -2.1565084917e+01    1.1049689053e+01   -6.7083231575e+00    7.2411052865e-01   -2.8052048650e+00   -1.2775667423e+01    1.4000000000e+02    2.9170000000e-03    7.5223214286e-01
       187   -1.0548463322e+01    1.1149791568e+02   -2.1791091847e+01    1.1242628525e+01   -6.9532963187e+00    6.7049726474e-01   -2.7326253693e+00   -1.2775667423e+01    1.4000000000e+02    2.9090000000e-03    7.6205357143e-01
       188   -1.0449000134e+01    1.0948401811e+02   -2.3321380625e+01    1.2872380491e+01   -8.1845690849e+00    4.4164653748e-01   -2.8027906538e+00   -1.2775667423e+01    1.4000000000e+02    2.8570000000e-03    7.4151785714e-01
       189   -1.0483130021e+01    1.1012685455e+02   -2.2478375485e+01    1.1995245464e+01   -7.4796672521e+00    5.6714698657e-01   -2.7901877963e+00   -1.2775667423e+01    1.4000000000e+02    2.8700000000e-03    7.6517857143e-01
       190   -1.0474520629e+01    1.1002296393e+02   -2.2295352763e+01    1.1820832134e+01   -7.4909367633e+00    5.6647240374e-01   -2.5952209800e+00   -1.2775667423e+01    1.4000000000e+02    3.0050000000e-03    7.6696428571e-01
       191   -1.0539066260e+01    1.1138927425e+02   -2.1602688607e+01    1.1063622347e+01   -6.5696731950e+00    3.9357240232e-01   -2.6509203908e+00   -1.2775667423e+01    1.4000000000e+02    2.9080000000e-03    7.7723214286e-01
       192   -1.0467504860e+01    1.0988839978e+02   -2.1483022196e+01    1.1015517336e+01   -6.6042742959e+00    7.1228347937e-01   -2.8153639561e+00   -1.2775667423e+01    1.4000000000e+02    2.9960000000e-03    7.6071428571e-01
       193   -1.0493446199e+01    1.1054032042e+02   -2.2160449021e+01    1.1667002822e+01   -7.4353250879e+00    7.1404665904e-01   -2.6635031691e+00   -1.2775667423e+01    1.4000000000e+02    2.8920000000e-03    7.7008928571e-01
       194   -1.0442340072e+01    1.0980762915e+02   -2.2359014467e+01    1.1916674395e+01   -7.1596773176e+00    2.4152207310e-01   -2.6651917989e+00   -1.2775667423e+01    1.4000000000e+02    2.7890000000e-03    7.5133928571e-01
       195   -1.0381430800e+01    1.0809929278e+02   -2.2051302352e+01    1.1669871552e+01   -7.2119358912e+00    5.3548396437e-01   -2.5991830014e+00   -1.2775667423e+01    1.4000000000e+02    2.9940000000e-03    7.6964285714e-01
       196   -1.0614215102e+01    1.1310868753e+02   -2.1833864816e+01    1.1219649714e+01   -7.3300214833e+00    7.9550683542e-01   -2.5236827443e+00   -1.2775667423e+01    1.4000000000e+02    2.8700000000e-03    7.7678571429e-01
       197   -1.0426324654e+01    1.0914400900e+02   -2.1865715185e+01    1.1439390530e+01   -6.8822708838e+00    4.4879513488e-01   -2.6565720123e+00   -1.2775667423e+01    1.4000000000e+02    2.9430000000e-03    7.7857142857e-01
       198   -1.0468718898e+01    1.0993662617e+02   -2.1654042605e+01    1.1185323707e+01   -6.7238173551e+00    5.5493623171e-01   -2.7094940579e+00   -1.2775667423e+01    1.4000000000e+02    2.8160000000e-03    7.6919642857e-01
       199   -1.0482991253e+01    1.1020149966e+02   -2.1159591439e+01    1.0676600186e+01   -6.1671303932e+00    4.4773008055e-01   -2.6645237030e+00   -1.2775667423e+01    1.4000000000e+02    2.9110000000e-03    7.6830357143e-01
