#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             IonIon              BlockWeight         BlockCPU            AcceptRatio         
       128   -2.1734897329e+00    4.8847171331e+00   -4.5088440519e+00    2.3353543190e+00    1.7273898325e+00   -8.1082484791e+00    1.8720145947e+00    1.4000000000e+03    1.0250000000e-02    9.8821428571e-01
       129   -2.1214358443e+00    4.6541957039e+00   -4.5118233741e+00    2.3903875298e+00    1.8136015894e+00   -8.1974395581e+00    1.8720145947e+00    1.4000000000e+03    1.0451000000e-02    9.8857142857e-01
       130   -2.1088967990e+00    4.6116685749e+00   -4.0995227928e+00    1.9906259938e+00    1.9065909780e+00   -7.8781283655e+00    1.8720145947e+00    1.4000000000e+03    1.0401000000e-02    9.8964285714e-01
       131   -2.0856200332e+00    4.5362346276e+00   -4.3456095672e+00    2.2599895340e+00    1.9092452196e+00   -8.1268693814e+00    1.8720145947e+00    1.4000000000e+03    1.0442000000e-02    9.8696428571e-01
       132   -2.1831126212e+00    4.8889752757e+00   -4.5344595318e+00    2.3513469106e+00    1.8520784078e+00   -8.2585525342e+00    1.8720145947e+00    1.4000000000e+03    1.0338000000e-02    9.8839285714e-01
       133   -2.1318339393e+00    4.6839448868e+00   -4.3500719025e+00    2.2182379632e+00    1.8342115206e+00   -8.0562980178e+00    1.8720145947e+00    1.4000000000e+03    1.0275000000e-02    9.8964285714e-01
       134   -2.1906351713e+00    4.9609405154e+00   -3.8862422523e+00    1.6956070810e+00    1.7985584507e+00   -7.5568152977e+00    1.8720145947e+00    1.4000000000e+03    1.0431000000e-02    9.8875000000e-01
       135   -2.2281851277e+00    5.1245026710e+00   -3.9825369055e+00    1.7543517778e+00    1.7648102593e+00   -7.6193617594e+00    1.8720145947e+00    1.4000000000e+03    1.0500000000e-02    9.8785714286e-01
       136   -2.1116144457e+00    4.6170089959e+00   -4.3176460663e+00    2.2060316206e+00    1.8441158231e+00   -8.0337764841e+00    1.8720145947e+00    1.4000000000e+03    1.0309000000e-02    9.8910714286e-01
       137   -2.1359405721e+00    4.7216745261e+00   -4.3192447295e+00    2.1833041575e+00    1.8049431288e+00   -7.9962024530e+00    1.8720145947e+00    1.4000000000e+03    1.0325000000e-02    9.9017857143e-01
       138   -2.0817570555e+00    4.4808877272e+00   -4.2005239110e+00    2.1187668555e+00    1.8959916750e+00   -7.9685301807e+00    1.8720145947e+00    1.4000000000e+03    1.0372000000e-02    9.8821428571e-01
       139   -2.1535100519e+00    4.8004736033e+00   -4.5433716671e+00    2.3898616152e+00    1.8880376672e+00   -8.3034239290e+00    1.8720145947e+00    1.4000000000e+03    1.0234000000e-02    9.8232142857e-01
       140   -2.0785128754e+00    4.4627571082e+00   -4.2548939303e+00    2.1763810549e+00    1.7913798364e+00   -7.9182883613e+00    1.8720145947e+00    1.4000000000e+03    1.0478000000e-02    9.8696428571e-01
       141   -2.0597352687e+00    4.3836117958e+00   -4.2319756749e+00    2.1722404062e+00    1.7717248878e+00   -7.8757151574e+00    1.8720145947e+00    1.4000000000e+03    1.0392000000e-02    9.8803571429e-01
       142   -2.1452597849e+00    4.7543096514e+00   -4.5832503849e+00    2.4379906000e+00    1.8337729344e+00   -8.2890379140e+00    1.8720145947e+00    1.4000000000e+03    9.9830000000e-03    9.8660714286e-01
       143   -2.0626011881e+00    4.3852946696e+00   -4.2909040706e+00    2.2283028825e+00    1.8386569547e+00   -8.0015756200e+00    1.8720145947e+00    1.4000000000e+03    1.0191000000e-02    9.8732142857e-01
       144   -2.1205397499e+00    4.6631389668e+00   -4.1825850986e+00    2.0620453487e+00    1.7973628581e+00   -7.8519625514e+00    1.8720145947e+00    1.4000000000e+03    1.0188000000e-02    9.8839285714e-01
       145   -2.1294948006e+00    4.6694049093e+00   -4.2393125713e+00    2.1098177707e+00    1.8422167533e+00   -7.9535439193e+00    1.8720145947e+00    1.4000000000e+03    1.0379000000e-02    9.8785714286e-01
       146   -2.1487901499e+00    4.7687758827e+00   -4.5334762594e+00    2.3846861095e+00    1.7318890767e+00   -8.1373799308e+00    1.8720145947e+00    1.4000000000e+03    1.0470000000e-02    9.8607142857e-01
       147   -2.1210987023e+00    4.6256580519e+00   -4.0789477910e+00    1.9578490888e+00    1.7591243041e+00   -7.7100866898e+00    1.8720145947e+00    1.4000000000e+03    1.0279000000e-02    9.8910714286e-01
       148   -2.1470426795e+00    4.7835549309e+00   -3.9668209761e+00    1.8197782967e+00    1.7514404259e+00   -7.5902759966e+00    1.8720145947e+00    1.4000000000e+03    1.0637000000e-02    9.8785714286e-01
       149   -2.1694175921e+00    4.8628808128e+00   -4.4841214556e+00    2.3147038635e+00    1.9007329475e+00   -8.2568689978e+00    1.8720145947e+00    1.4000000000e+03    1.0254000000e-02    9.8785714286e-01
       150   -2.1289872965e+00    4.7070516484e+00   -4.5755767417e+00    2.4465894453e+00    1.7528510068e+00   -8.2004423431e+00    1.8720145947e+00    1.4000000000e+03    1.0508000000e-02    9.8410714286e-01
       151   -2.1286580596e+00    4.7248248857e+00   -4.3395997482e+00    2.2109416886e+00    1.8769841749e+00   -8.0885985177e+00    1.8720145947e+00    1.4000000000e+03    1.0560000000e-02    9.8767857143e-01
       152   -2.1221843384e+00    4.6413335226e+00   -4.3613166356e+00    2.2391322973e+00    1.8135718314e+00   -8.0469030617e+00    1.8720145947e+00    1.4000000000e+03    1.0567000000e-02    9.8750000000e-01
       153   -2.0948631377e+00    4.5161929668e+00   -3.9864130722e+00    1.8915499345e+00    1.7733313506e+00   -7.6317590175e+00    1.8720145947e+00    1.4000000000e+03    1.0352000000e-02    9.9142857143e-01
       154   -2.2040376601e+00    4.9956238991e+00   -4.3069840906e+00    2.1029464305e+00    1.7093911577e+00   -7.8883898429e+00    1.8720145947e+00    1.4000000000e+03    1.0481000000e-02    9.8964285714e-01
       155   -2.1601128839e+00    4.7854058552e+00   -4.2781521801e+00    2.1180392962e+00    1.7594538111e+00   -7.9096205858e+00    1.8720145947e+00    1.4000000000e+03    1.0355000000e-02    9.8928571429e-01
       156   -2.0980919933e+00    4.7280201891e+00   -4.6473985510e+00    2.5493065578e+00    1.7772328501e+00   -8.2966459958e+00    1.8720145947e+00    1.4000000000e+03    1.0246000000e-02    9.8785714286e-01
       157   -2.0885880125e+00    4.4957646202e+00   -4.2734383759e+00    2.1848503634e+00    1.8070586425e+00   -7.9525116131e+00    1.8720145947e+00    1.4000000000e+03    1.0315000000e-02    9.8571428571e-01
       158   -2.1505164864e+00    4.7589191420e+00   -4.2324848577e+00    2.0819683713e+00    1.8579934451e+00   -7.9624928975e+00    1.8720145947e+00    1.4000000000e+03    1.0393000000e-02    9.8857142857e-01
       159   -2.1301238461e+00    4.6840974805e+00   -4.2033737462e+00    2.0732499001e+00    1.8138716504e+00   -7.8892599913e+00    1.8720145947e+00    1.4000000000e+03    1.0354000000e-02    9.8946428571e-01
       160   -2.1655675994e+00    4.8170793705e+00   -4.1690325938e+00    2.0034649943e+00    1.7812192606e+00   -7.8222664491e+00    1.8720145947e+00    1.4000000000e+03    1.0374000000e-02    9.8500000000e-01
       161   -2.1097151226e+00    4.5939056374e+00   -4.1063534330e+00    1.9966383104e+00    1.8447455663e+00   -7.8231135940e+00    1.8720145947e+00    1.4000000000e+03    1.0284000000e-02    9.8839285714e-01
       162   -2.1870627463e+00    4.9338134772e+00   -4.2368134081e+00    2.0497506618e+00    1.7945308475e+00   -7.9033588503e+00    1.8720145947e+00    1.4000000000e+03    1.0122000000e-02    9.8785714286e-01
       163   -2.1958228185e+00    4.9856614548e+00   -4.1997749887e+00    2.0039521703e+00    1.8416330828e+00   -7.9134226662e+00    1.8720145947e+00    1.4000000000e+03    9.9550000000e-03    9.8928571429e-01
       164   -2.1715894733e+00    4.8598592395e+00   -4.2813732853e+00    2.1097838120e+00    1.8607510383e+00   -8.0141389183e+00    1.8720145947e+00    1.4000000000e+03    1.0526000000e-02    9.8910714286e-01
       165   -2.1642798232e+00    4.8251363933e+00   -4.3295896863e+00    2.1653098631e+00    1.8508512650e+00   -8.0524555460e+00    1.8720145947e+00    1.4000000000e+03    1.0230000000e-02    9.8732142857e-01
       166   -2.1459471132e+00    4.7516634661e+00   -4.2078458190e+00    2.0618987059e+00    1.8161778108e+00   -7.8960382245e+00    1.8720145947e+00    1.4000000000e+03    1.0345000000e-02    9.8785714286e-01
       167   -2.1187072179e+00    4.6547823464e+00   -4.2411639692e+00    2.1224567513e+00    1.8692328043e+00   -7.9824113682e+00    1.8720145947e+00    1.4000000000e+03    1.0394000000e-02    9.8535714286e-01
       168   -2.0666588430e+00    4.4416119757e+00   -4.1788366389e+00    2.1121777960e+00    1.8534121413e+00   -7.9042633749e+00    1.8720145947e+00    1.4000000000e+03    1.0326000000e-02    9.8875000000e-01
       169   -2.1217455223e+00    4.6770230580e+00   -4.2512296192e+00    2.1294840970e+00    1.8670644380e+00   -7.9903086519e+00    1.8720145947e+00    1.4000000000e+03    1.0434000000e-02    9.8714285714e-01
       170   -2.1251810529e+00    4.6757414404e+00   -4.4702520598e+00    2.3450710069e+00    1.8790063473e+00   -8.2212730017e+00    1.8720145947e+00    1.4000000000e+03    1.0423000000e-02    9.8803571429e-01
       171   -2.1069310734e+00    4.5919791554e+00   -4.5298951477e+00    2.4229640743e+00    1.8835487798e+00   -8.2854585221e+00    1.8720145947e+00    1.4000000000e+03    1.0304000000e-02    9.8696428571e-01
       172   -2.1484907944e+00    4.7504133804e+00   -4.3598604170e+00    2.2113696226e+00    1.8006357724e+00   -8.0325107840e+00    1.8720145947e+00    1.4000000000e+03    1.0303000000e-02    9.8767857143e-01
       173   -2.1183962838e+00    4.6436930937e+00   -4.4202516220e+00    2.3018553382e+00    1.8408821557e+00   -8.1331483723e+00    1.8720145947e+00    1.4000000000e+03    1.0309000000e-02    9.8892857143e-01
       174   -2.1592869972e+00    4.8059448939e+00   -4.4212266896e+00    2.2619396924e+00    1.8040765287e+00   -8.0973178130e+00    1.8720145947e+00    1.4000000000e+03    1.0456000000e-02    9.8892857143e-01
       175   -2.1170951835e+00    4.6461332809e+00   -4.4002778485e+00    2.2831826650e+00    1.7286592273e+00   -8.0009516704e+00    1.8720145947e+00    1.4000000000e+03    1.0308000000e-02    9.8875000000e-01
       176   -2.1273609551e+00    4.6675935602e+00   -4.2277646610e+00    2.1004037059e+00    1.7464892527e+00   -7.8462685084e+00    1.8720145947e+00    1.4000000000e+03    1.0340000000e-02    9.8767857143e-01
       177   -2.1871379582e+00    4.9283027465e+00   -4.3135644390e+00    2.1264264808e+00    1.7404223974e+00   -7.9260014311e+00    1.8720145947e+00    1.4000000000e+03    1.0456000000e-02    9.8678571429e-01
       178   -2.1688142260e+00    4.8632569459e+00   -4.0927987791e+00    1.9239845531e+00    1.8817148936e+00   -7.8465282673e+00    1.8720145947e+00    1.4000000000e+03    1.0390000000e-02    9.8910714286e-01
       179   -2.1721014631e+00    4.8542089570e+00   -4.4846231834e+00    2.3125217203e+00    1.8120670801e+00   -8.1687048582e+00    1.8720145947e+00    1.4000000000e+03    1.0263000000e-02    9.8750000000e-01
       180   -2.1525654684e+00    4.7858718522e+00   -4.5349116494e+00    2.3823461810e+00    1.7694902849e+00   -8.1764165290e+00    1.8720145947e+00    1.4000000000e+03    1.0283000000e-02    9.8678571429e-01
       181   -2.1741028582e+00    4.9032865036e+00   -4.3889342798e+00    2.2148314217e+00    1.8346971994e+00   -8.0956460739e+00    1.8720145947e+00    1.4000000000e+03    1.0222000000e-02    9.9071428571e-01
       182   -2.2111306443e+00    5.0376575715e+00   -4.3920804785e+00    2.1809498342e+00    1.8147080591e+00   -8.0788031322e+00    1.8720145947e+00    1.4000000000e+03    1.0295000000e-02    9.8821428571e-01
       183   -2.0902832095e+00    4.4920655252e+00   -4.2481255118e+00    2.1578423024e+00    1.8540148352e+00   -7.9741549417e+00    1.8720145947e+00    1.4000000000e+03    1.0356000000e-02    9.8732142857e-01
       184   -2.1316439127e+00    4.6876452383e+00   -4.3543072292e+00    2.2226633165e+00    1.7544108005e+00   -7.9807326243e+00    1.8720145947e+00    1.4000000000e+03    1.0890000000e-02    9.8339285714e-01
       185   -2.0774361284e+00    4.4548059601e+00   -4.5266108979e+00    2.4491747695e+00    1.7818353478e+00   -8.1804608404e+00    1.8720145947e+00    1.4000000000e+03    1.0369000000e-02    9.8767857143e-01
       186   -2.1018694177e+00    4.5543859095e+00   -4.3150276101e+00    2.2131581924e+00    1.8347007176e+00   -8.0217429224e+00    1.8720145947e+00    1.4000000000e+03    1.0355000000e-02    9.8839285714e-01
       187   -2.2269003672e+00    5.1210193413e+00   -4.0405739598e+00    1.8136735926e+00    1.8674347590e+00   -7.7800233135e+00    1.8720145947e+00    1.4000000000e+03    1.0257000000e-02    9.8982142857e-01
       188   -2.1182510881e+00    4.6192898137e+00   -4.0887000314e+00    1.9704489433e+00    1.8464501425e+00   -7.8071647686e+00    1.8720145947e+00    1.4000000000e+03    1.0441000000e-02    9.8785714286e-01
       189   -2.1308157778e+00    4.6557787301e+00   -4.4121147487e+00    2.2812989709e+00    1.7576308148e+00   -8.0417601582e+00    1.8720145947e+00    1.4000000000e+03    1.0643000000e-02    9.8642857143e-01
       190   -2.1109557951e+00    4.5703216861e+00   -4.2395647716e+00    2.1286089765e+00    1.7432214824e+00   -7.8548008486e+00    1.8720145947e+00    1.4000000000e+03    1.0095000000e-02    9.8625000000e-01
       191   -2.1557409652e+00    4.7773997643e+00   -4.3192977401e+00    2.1635567749e+00    1.8464948142e+00   -8.0378071490e+00    1.8720145947e+00    1.4000000000e+03    1.0173000000e-02    9.8803571429e-01
       192   -2.1222360455e+00    4.6277370136e+00   -4.2945023818e+00    2.1722663363e+00    1.8205999553e+00   -7.9871169318e+00    1.8720145947e+00    1.4000000000e+03    1.0266000000e-02    9.9089285714e-01
       193   -2.1002274122e+00    4.5701682851e+00   -4.3564798414e+00    2.2562524292e+00    1.9080441811e+00   -8.1365386171e+00    1.8720145947e+00    1.4000000000e+03    1.0296000000e-02    9.8767857143e-01
       194   -2.0920552210e+00    4.5163136720e+00   -4.4099321345e+00    2.3178769135e+00    1.8465926567e+00   -8.1285393859e+00    1.8720145947e+00    1.4000000000e+03    1.0311000000e-02    9.8714285714e-01
       195   -2.0908803433e+00    4.5175765364e+00   -4.2815941284e+00    2.1907137851e+00    1.7992105707e+00   -7.9528192938e+00    1.8720145947e+00    1.4000000000e+03    1.0305000000e-02    9.8339285714e-01
       196   -2.1391801942e+00    4.7244391524e+00   -4.5057398243e+00    2.3665596302e+00    1.8179284955e+00   -8.1956829145e+00    1.8720145947e+00    1.4000000000e+03    1.0314000000e-02    9.8875000000e-01
       197   -2.1326866451e+00    4.6981707541e+00   -4.3895204317e+00    2.2568337865e+00    1.8921880978e+00   -8.1537231241e+00    1.8720145947e+00    1.4000000000e+03    1.0238000000e-02    9.8696428571e-01
       198   -2.1041497956e+00    4.5689683558e+00   -4.7332638834e+00    2.6291140878e+00    1.7992946483e+00   -8.4045731263e+00    1.8720145947e+00    1.4000000000e+03    1.0119000000e-02    9.8607142857e-01
       199   -2.1304988091e+00    4.7266679780e+00   -3.7873931037e+00    1.6568942946e+00    1.7866004034e+00   -7.4460081017e+00    1.8720145947e+00    1.4000000000e+03    1.0497000000e-02    9.8946428571e-01
