# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
       395   -1.0653325256e+01    3.8370677097e-01    6.6016687631e+01    6.6000000000e+01    0.0000000000e+00   -1.0567337137e+01    9.9628023210e-01    1.0000000000e+00
       396   -1.0679707560e+01    7.5878105880e-01    6.6032167866e+01    6.6000000000e+01    0.0000000000e+00   -1.0567690093e+01    9.9394570072e-01    9.8484848485e-01
       397   -1.0636420135e+01    5.1617877351e-01    6.5030079199e+01    6.5000000000e+01    0.0000000000e+00   -1.0568336780e+01    9.9210509052e-01    1.0000000000e+00
       398   -1.0642741016e+01    4.0277544305e-01    6.5027541134e+01    6.5000000000e+01    0.0000000000e+00   -1.0553330151e+01    9.9536192448e-01    1.0000000000e+00
       399   -1.0570450138e+01    5.2741051153e-01    6.5016821938e+01    6.5000000000e+01    0.0000000000e+00   -1.0553593063e+01    1.0000000000e+00    1.0000000000e+00
       400   -1.0534581675e+01    3.5580779890e-01    6.4999337590e+01    6.5000000000e+01    0.0000000000e+00   -1.0553521879e+01    9.9789813522e-01    1.0000000000e+00
       401   -1.0424367032e+01    2.5849694468e-01    6.4975861265e+01    6.5000000000e+01    0.0000000000e+00   -1.0553243871e+01    1.0000000000e+00    1.0000000000e+00
       402   -1.0410247242e+01    7.6613516834e-01    6.4955953811e+01    6.5000000000e+01    0.0000000000e+00   -1.0552560517e+01    1.0000000000e+00    1.0000000000e+00
       403   -1.0460897329e+01    2.9003293536e-01    6.4961978801e+01    6.5000000000e+01    0.0000000000e+00   -1.0551893803e+01    9.9433274098e-01    1.0000000000e+00
       404   -1.0526899853e+01    2.4146596264e-01    6.4981043126e+01    6.5000000000e+01    0.0000000000e+00   -1.0551771384e+01    9.9494034010e-01    1.0000000000e+00
       405   -1.0467949405e+01    3.5911809395e-01    6.4982105187e+01    6.5000000000e+01    0.0000000000e+00   -1.0552036775e+01    9.9835957443e-01    1.0000000000e+00
       406   -1.0470627580e+01    2.6189646745e-01    6.4973035272e+01    6.5000000000e+01    0.0000000000e+00   -1.0551859650e+01    9.9467881802e-01    1.0000000000e+00
       407   -1.0551745307e+01    2.6000718609e-01    6.4986729765e+01    6.5000000000e+01    0.0000000000e+00   -1.0551535182e+01    9.9032806575e-01    1.0000000000e+00
       408   -1.0528990010e+01    2.4590133269e-01    6.4996116116e+01    6.5000000000e+01    0.0000000000e+00   -1.0551788667e+01    1.0000000000e+00    1.0000000000e+00
       409   -1.0489167337e+01    3.3964534251e-01    6.5987073363e+01    6.6000000000e+01    0.0000000000e+00   -1.0551912204e+01    1.0000000000e+00    1.0000000000e+00
       410   -1.0518511072e+01    2.4948198764e-01    6.5979032931e+01    6.6000000000e+01    0.0000000000e+00   -1.0566912163e+01    9.9243148298e-01    1.0000000000e+00
       411   -1.0566814974e+01    2.7936531365e-01    6.5991883505e+01    6.6000000000e+01    0.0000000000e+00   -1.0566740929e+01    9.9670301600e-01    9.8484848485e-01
       412   -1.0589870809e+01    2.5967699043e-01    6.5006650982e+01    6.5000000000e+01    0.0000000000e+00   -1.0567020009e+01    9.9801947562e-01    1.0000000000e+00
       413   -1.0614325933e+01    3.0010285614e-01    6.6018411830e+01    6.6000000000e+01    0.0000000000e+00   -1.0552125221e+01    9.9679666013e-01    1.0000000000e+00
       414   -1.0640354203e+01    3.3782756420e-01    6.6019362594e+01    6.6000000000e+01    0.0000000000e+00   -1.0567783060e+01    9.9662899884e-01    1.0000000000e+00
       415   -1.0648723888e+01    3.4427485621e-01    6.6024901122e+01    6.6000000000e+01    0.0000000000e+00   -1.0568081356e+01    9.9398305193e-01    1.0000000000e+00
       416   -1.0650450647e+01    3.6798375965e-01    6.6026421909e+01    6.6000000000e+01    0.0000000000e+00   -1.0568470457e+01    1.0000000000e+00    1.0000000000e+00
       417   -1.0580759522e+01    3.3175562433e-01    6.6015123031e+01    6.6000000000e+01    0.0000000000e+00   -1.0568801744e+01    9.9883639437e-01    1.0000000000e+00
       418   -1.0552948251e+01    3.6329418965e-01    6.5999108399e+01    6.6000000000e+01    0.0000000000e+00   -1.0568747803e+01    9.9598167596e-01    1.0000000000e+00
       419   -1.0578102996e+01    4.1039114674e-01    6.5998722275e+01    6.6000000000e+01    0.0000000000e+00   -1.0568546379e+01    9.8999640930e-01    9.8484848485e-01
       420   -1.0449617189e+01    7.1922074011e-01    6.4983095638e+01    6.5000000000e+01    0.0000000000e+00   -1.0568649487e+01    9.9725587611e-01    9.8461538462e-01
       421   -1.0606674113e+01    2.9981706726e-01    6.3993220791e+01    6.4000000000e+01    0.0000000000e+00   -1.0552903322e+01    9.9398794094e-01    1.0000000000e+00
       422   -1.0565540503e+01    3.2251496081e-01    6.4015170887e+01    6.4000000000e+01    0.0000000000e+00   -1.0537738830e+01    9.9844338165e-01    1.0000000000e+00
       423   -1.0621012401e+01    2.4383347030e-01    6.4017367720e+01    6.4000000000e+01    0.0000000000e+00   -1.0538156029e+01    9.9611966211e-01    1.0000000000e+00
       424   -1.0613782417e+01    3.0634451868e-01    6.4024994687e+01    6.4000000000e+01    0.0000000000e+00   -1.0538412520e+01    9.9525528150e-01    1.0000000000e+00
       425   -1.0609670596e+01    3.7958695122e-01    6.4023055302e+01    6.4000000000e+01    0.0000000000e+00   -1.0538733362e+01    9.9656307085e-01    1.0000000000e+00
       426   -1.0545300259e+01    3.9652805266e-01    6.4012034131e+01    6.4000000000e+01    0.0000000000e+00   -1.0538892772e+01    1.0000000000e+00    1.0000000000e+00
       427   -1.0520465663e+01    2.8850061326e-01    6.3997864741e+01    6.4000000000e+01    0.0000000000e+00   -1.0538738565e+01    9.8801065762e-01    1.0000000000e+00
       428   -1.0475249682e+01    4.6399644843e-01    6.3986783550e+01    6.4000000000e+01    0.0000000000e+00   -1.0538469342e+01    1.0000000000e+00    1.0000000000e+00
       429   -1.0524811608e+01    3.2240699815e-01    6.3987571478e+01    6.4000000000e+01    0.0000000000e+00   -1.0538129283e+01    1.0000000000e+00    1.0000000000e+00
       430   -1.0452801763e+01    4.1502965087e-01    6.3984001442e+01    6.4000000000e+01    0.0000000000e+00   -1.0538106007e+01    9.9626611812e-01    1.0000000000e+00
       431   -1.0487175666e+01    4.3853742951e-01    6.3978074513e+01    6.4000000000e+01    0.0000000000e+00   -1.0537825807e+01    9.9605171302e-01    1.0000000000e+00
       432   -1.0503064392e+01    3.6455916403e-01    6.3986141356e+01    6.4000000000e+01    0.0000000000e+00   -1.0537599925e+01    1.0000000000e+00    1.0000000000e+00
       433   -1.0452094156e+01    3.0011015348e-01    6.3980577320e+01    6.4000000000e+01    0.0000000000e+00   -1.0537634939e+01    1.0000000000e+00    1.0000000000e+00
       434   -1.0385428788e+01    3.8460056750e-01    6.3961945536e+01    6.4000000000e+01    0.0000000000e+00   -1.0537324652e+01    1.0000000000e+00    1.0000000000e+00
       435   -1.0426857585e+01    3.7869280473e-01    6.4959584508e+01    6.5000000000e+01    0.0000000000e+00   -1.0536638076e+01    9.8396170082e-01    1.0000000000e+00
       436   -1.0400095156e+01    3.6968932151e-01    6.4954910902e+01    6.5000000000e+01    0.0000000000e+00   -1.0551829124e+01    9.8308885056e-01    1.0000000000e+00
       437   -1.0453100179e+01    3.8484909701e-01    6.4959294212e+01    6.5000000000e+01    0.0000000000e+00   -1.0551403553e+01    9.9152954866e-01    1.0000000000e+00
       438   -1.0470484238e+01    3.9303555487e-01    6.4970732417e+01    6.5000000000e+01    0.0000000000e+00   -1.0551255845e+01    1.0000000000e+00    9.8461538462e-01
       439   -1.0490429727e+01    3.0356755742e-01    6.3981636987e+01    6.4000000000e+01    0.0000000000e+00   -1.0551262519e+01    9.9850384189e-01    1.0000000000e+00
       440   -1.0445172931e+01    3.4790196148e-01    6.3978071776e+01    6.4000000000e+01    0.0000000000e+00   -1.0535804359e+01    9.9647109062e-01    1.0000000000e+00
       441   -1.0500106877e+01    3.3792325329e-01    6.3979706613e+01    6.4000000000e+01    0.0000000000e+00   -1.0535516107e+01    9.9116655343e-01    1.0000000000e+00
       442   -1.0572300492e+01    3.7164051075e-01    6.4000022444e+01    6.4000000000e+01    0.0000000000e+00   -1.0535450456e+01    9.8485302237e-01    1.0000000000e+00
       443   -1.0534603857e+01    3.2644440393e-01    6.4005348591e+01    6.4000000000e+01    0.0000000000e+00   -1.0535860900e+01    1.0000000000e+00    1.0000000000e+00
       444   -1.0533870096e+01    1.6039547913e-01    6.3999256000e+01    6.4000000000e+01    0.0000000000e+00   -1.0535940928e+01    9.9713505832e-01    1.0000000000e+00
       445   -1.0520944864e+01    2.3063727211e-01    6.3997157495e+01    6.4000000000e+01    0.0000000000e+00   -1.0535840704e+01    1.0000000000e+00    1.0000000000e+00
       446   -1.0601252932e+01    3.2824159190e-01    6.4007910454e+01    6.4000000000e+01    0.0000000000e+00   -1.0535770269e+01    9.9076305197e-01    1.0000000000e+00
       447   -1.0538614640e+01    3.1861937461e-01    6.4010584808e+01    6.4000000000e+01    0.0000000000e+00   -1.0536103109e+01    9.9410178699e-01    1.0000000000e+00
       448   -1.0552370322e+01    2.3575580100e-01    6.4002764983e+01    6.4000000000e+01    0.0000000000e+00   -1.0536151511e+01    9.9911799613e-01    1.0000000000e+00
       449   -1.0544858406e+01    2.6936558940e-01    6.4003809083e+01    6.4000000000e+01    0.0000000000e+00   -1.0536070402e+01    9.9797510911e-01    1.0000000000e+00
       450   -1.0493626991e+01    2.9075994878e-01    6.3994436241e+01    6.4000000000e+01    0.0000000000e+00   -1.0536108793e+01    9.9754316317e-01    1.0000000000e+00
       451   -1.0506213371e+01    2.2054515024e-01    6.3988347734e+01    6.4000000000e+01    0.0000000000e+00   -1.0535856549e+01    9.9767058576e-01    1.0000000000e+00
       452   -1.0503534196e+01    2.1971709818e-01    6.3990006084e+01    6.4000000000e+01    0.0000000000e+00   -1.0535687448e+01    9.9224213832e-01    1.0000000000e+00
       453   -1.0511717192e+01    1.9307074969e-01    6.3990918013e+01    6.4000000000e+01    0.0000000000e+00   -1.0535633127e+01    9.9481531701e-01    1.0000000000e+00
       454   -1.0518381264e+01    2.9266275818e-01    6.3993290634e+01    6.4000000000e+01    0.0000000000e+00   -1.0535587794e+01    9.9505313267e-01    1.0000000000e+00
       455   -1.0550971035e+01    3.3481405891e-01    6.3999521182e+01    6.4000000000e+01    0.0000000000e+00   -1.0535582035e+01    1.0000000000e+00    1.0000000000e+00
       456   -1.0485462823e+01    2.5559942688e-01    6.3994199382e+01    6.4000000000e+01    0.0000000000e+00   -1.0535717039e+01    9.9780772501e-01    1.0000000000e+00
       457   -1.0434857617e+01    4.4861037195e-01    6.3975752158e+01    6.4000000000e+01    0.0000000000e+00   -1.0535510388e+01    9.8943357329e-01    1.0000000000e+00
       458   -1.0442995618e+01    3.7165422928e-01    6.3969128178e+01    6.4000000000e+01    0.0000000000e+00   -1.0534975163e+01    9.9152356395e-01    9.8437500000e-01
       459   -1.0473300061e+01    3.6852236840e-01    6.2976746244e+01    6.3000000000e+01    0.0000000000e+00   -1.0534645803e+01    1.0000000000e+00    1.0000000000e+00
       460   -1.0538371825e+01    4.1285846011e-01    6.2995638078e+01    6.3000000000e+01    0.0000000000e+00   -1.0518859959e+01    9.9951163420e-01    1.0000000000e+00
       461   -1.0517267530e+01    3.4152672442e-01    6.3002451780e+01    6.3000000000e+01    0.0000000000e+00   -1.0519168153e+01    9.9685754577e-01    1.0000000000e+00
       462   -1.0436534730e+01    3.2778728652e-01    6.4991448859e+01    6.5000000000e+01    0.0000000000e+00   -1.0519233304e+01    9.9586595986e-01    1.0000000000e+00
       463   -1.0502530431e+01    2.5764640543e-01    6.4973688913e+01    6.5000000000e+01    0.0000000000e+00   -1.0550077090e+01    1.0000000000e+00    1.0000000000e+00
       464   -1.0514722384e+01    2.1969103622e-01    6.4986499838e+01    6.5000000000e+01    0.0000000000e+00   -1.0549726072e+01    1.0000000000e+00    1.0000000000e+00
       465   -1.0523794963e+01    2.6217540325e-01    6.4989909791e+01    6.5000000000e+01    0.0000000000e+00   -1.0549875261e+01    9.9636070856e-01    1.0000000000e+00
       466   -1.0525802711e+01    2.7169602806e-01    6.4991681570e+01    6.5000000000e+01    0.0000000000e+00   -1.0549901809e+01    1.0000000000e+00    1.0000000000e+00
       467   -1.0557425470e+01    3.4383135771e-01    6.4997098679e+01    6.5000000000e+01    0.0000000000e+00   -1.0549908087e+01    1.0000000000e+00    1.0000000000e+00
       468   -1.0547528145e+01    3.5648337874e-01    6.5000538523e+01    6.5000000000e+01    0.0000000000e+00   -1.0550046204e+01    9.9322558404e-01    1.0000000000e+00
       469   -1.0531562529e+01    2.9213804586e-01    6.4996323591e+01    6.5000000000e+01    0.0000000000e+00   -1.0550130012e+01    9.9234188775e-01    1.0000000000e+00
       470   -1.0544384036e+01    5.7874658820e-01    6.4995803670e+01    6.5000000000e+01    0.0000000000e+00   -1.0550057891e+01    9.9900271431e-01    9.8461538462e-01
       471   -1.0509119149e+01    2.5440687840e-01    6.3994480447e+01    6.4000000000e+01    0.0000000000e+00   -1.0550073108e+01    9.9763515429e-01    1.0000000000e+00
       472   -1.0501841078e+01    3.2380308638e-01    6.3990543984e+01    6.4000000000e+01    0.0000000000e+00   -1.0534486775e+01    9.9537905433e-01    1.0000000000e+00
       473   -1.0538581604e+01    2.8966112924e-01    6.3995283828e+01    6.4000000000e+01    0.0000000000e+00   -1.0534347880e+01    1.0000000000e+00    1.0000000000e+00
       474   -1.0760554739e+01    4.0215814428e+00    6.3995018410e+01    6.4000000000e+01    0.0000000000e+00   -1.0534431585e+01    9.8857679291e-01    1.0000000000e+00
       475   -1.0572565687e+01    3.3797835273e-01    6.4003351885e+01    6.4000000000e+01    0.0000000000e+00   -1.0534959319e+01    9.9505681045e-01    1.0000000000e+00
       476   -1.0550149044e+01    3.2719438975e-01    6.4008104014e+01    6.4000000000e+01    0.0000000000e+00   -1.0535177626e+01    9.9873219671e-01    9.8437500000e-01
       477   -1.0521603299e+01    2.6456023499e-01    6.3003202295e+01    6.3000000000e+01    0.0000000000e+00   -1.0535287056e+01    9.9675867939e-01    1.0000000000e+00
       478   -1.0506401772e+01    3.1560452053e-01    6.2998089881e+01    6.3000000000e+01    0.0000000000e+00   -1.0519431235e+01    9.9447035116e-01    1.0000000000e+00
       479   -1.0551154140e+01    3.1025589822e-01    6.3002764253e+01    6.3000000000e+01    0.0000000000e+00   -1.0519283124e+01    9.9761150725e-01    1.0000000000e+00
       480   -1.0599254593e+01    3.3001303981e-01    6.3017298996e+01    6.3000000000e+01    0.0000000000e+00   -1.0519394744e+01    1.0000000000e+00    1.0000000000e+00
       481   -1.0617826357e+01    3.9031385544e-01    6.3027622032e+01    6.3000000000e+01    0.0000000000e+00   -1.0519774269e+01    1.0000000000e+00    1.0000000000e+00
       482   -1.0473929483e+01    4.7528630262e-01    6.3007798158e+01    6.3000000000e+01    0.0000000000e+00   -1.0520129222e+01    1.0000000000e+00    1.0000000000e+00
       483   -1.0491537111e+01    2.7068363137e-01    6.2988163997e+01    6.3000000000e+01    0.0000000000e+00   -1.0519672591e+01    1.0000000000e+00    1.0000000000e+00
       484   -1.0519609744e+01    2.2594238415e-01    6.2995499116e+01    6.3000000000e+01    0.0000000000e+00   -1.0519260098e+01    9.9472874229e-01    1.0000000000e+00
       485   -1.0575704608e+01    2.4667599964e-01    6.3008723075e+01    6.3000000000e+01    0.0000000000e+00   -1.0519340712e+01    9.9357214807e-01    1.0000000000e+00
       486   -1.0537459691e+01    2.5067931899e-01    6.3011424941e+01    6.3000000000e+01    0.0000000000e+00   -1.0519643601e+01    1.0000000000e+00    1.0000000000e+00
       487   -1.0539058629e+01    2.8024760625e-01    6.3005643513e+01    6.3000000000e+01    0.0000000000e+00   -1.0519691529e+01    1.0000000000e+00    1.0000000000e+00
       488   -1.0592901153e+01    3.3751188488e-01    6.3014354075e+01    6.3000000000e+01    0.0000000000e+00   -1.0519608449e+01    1.0000000000e+00    9.8412698413e-01
       489   -1.0607211818e+01    4.1759782700e-01    6.2029112737e+01    6.2000000000e+01    0.0000000000e+00   -1.0519877974e+01    9.9197334603e-01    1.0000000000e+00
       490   -1.0535107755e+01    2.8364481924e-01    6.2020417936e+01    6.2000000000e+01    0.0000000000e+00   -1.0504282478e+01    9.9271086333e-01    1.0000000000e+00
       491   -1.0507235545e+01    2.4672373359e-01    6.2005065616e+01    6.2000000000e+01    0.0000000000e+00   -1.0504141266e+01    9.9346692641e-01    1.0000000000e+00
       492   -1.0487350838e+01    3.2240276508e-01    6.1997789555e+01    6.2000000000e+01    0.0000000000e+00   -1.0503829615e+01    9.9588656104e-01    1.0000000000e+00
       493   -1.0476516774e+01    3.0190514402e-01    6.1993099758e+01    6.2000000000e+01    0.0000000000e+00   -1.0503603581e+01    1.0000000000e+00    1.0000000000e+00
       494   -1.0514145312e+01    6.3557804624e-01    6.1997229458e+01    6.2000000000e+01    0.0000000000e+00   -1.0503395341e+01    9.8949262034e-01    9.8387096774e-01
       495   -1.0542334881e+01    2.5194121238e-01    6.1009128700e+01    6.1000000000e+01    0.0000000000e+00   -1.0503414516e+01    9.8964209678e-01    1.0000000000e+00
       496   -1.0528033625e+01    2.8741972333e-01    6.1014312722e+01    6.1000000000e+01    0.0000000000e+00   -1.0487364301e+01    9.9452996706e-01    1.0000000000e+00
       497   -1.0555741897e+01    2.8369526863e-01    6.1016361896e+01    6.1000000000e+01    0.0000000000e+00   -1.0487433183e+01    1.0000000000e+00    1.0000000000e+00
       498   -1.0534868175e+01    2.0112714100e-01    6.1017407898e+01    6.1000000000e+01    0.0000000000e+00   -1.0487512603e+01    1.0000000000e+00    1.0000000000e+00
       499   -1.0585413572e+01    2.3340768528e-01    6.1021924433e+01    6.1000000000e+01    0.0000000000e+00   -1.0487528887e+01    1.0000000000e+00    1.0000000000e+00
       500   -1.0523214047e+01    3.2765791073e-01    6.1020081462e+01    6.1000000000e+01    0.0000000000e+00   -1.0487714373e+01    9.9753128435e-01    1.0000000000e+00
       501   -1.0571567034e+01    2.5131973474e-01    6.1017972773e+01    6.1000000000e+01    0.0000000000e+00   -1.0487657231e+01    9.9213699505e-01    1.0000000000e+00
       502   -1.0570764594e+01    2.5754441042e-01    6.1025196033e+01    6.1000000000e+01    0.0000000000e+00   -1.0487702827e+01    1.0000000000e+00    1.0000000000e+00
       503   -1.0491892831e+01    3.2179025856e-01    6.1013019929e+01    6.1000000000e+01    0.0000000000e+00   -1.0487899228e+01    9.9636253591e-01    1.0000000000e+00
       504   -1.0539195992e+01    4.2106260980e-01    6.1008279107e+01    6.1000000000e+01    0.0000000000e+00   -1.0487603641e+01    9.9233163471e-01    1.0000000000e+00
       505   -1.0588697808e+01    2.8123868470e-01    6.1023021831e+01    6.1000000000e+01    0.0000000000e+00   -1.0487534281e+01    1.0000000000e+00    1.0000000000e+00
       506   -1.0558541606e+01    2.2556901923e-01    6.2026981087e+01    6.2000000000e+01    0.0000000000e+00   -1.0487892767e+01    9.7747949502e-01    1.0000000000e+00
       507   -1.0610967271e+01    3.1573856492e-01    6.2024704648e+01    6.2000000000e+01    0.0000000000e+00   -1.0504261401e+01    9.9774793710e-01    1.0000000000e+00
       508   -1.0534829848e+01    3.5436739130e-01    6.2020962467e+01    6.2000000000e+01    0.0000000000e+00   -1.0504389312e+01    9.9701843062e-01    1.0000000000e+00
       509   -1.0536294204e+01    4.2086846530e-01    6.2009387660e+01    6.2000000000e+01    0.0000000000e+00   -1.0504326994e+01    9.9931218126e-01    1.0000000000e+00
       510   -1.0472030302e+01    8.5099657082e-01    6.1999639441e+01    6.2000000000e+01    0.0000000000e+00   -1.0504141559e+01    9.9206582209e-01    1.0000000000e+00
       511   -1.0540147413e+01    2.7911040515e-01    6.2000325668e+01    6.2000000000e+01    0.0000000000e+00   -1.0503846145e+01    1.0000000000e+00    1.0000000000e+00
       512   -1.0527524883e+01    3.0718663039e-01    6.2009029292e+01    6.2000000000e+01    0.0000000000e+00   -1.0503867054e+01    9.9662001847e-01    1.0000000000e+00
       513   -1.0498806996e+01    2.5220366907e-01    6.2002631714e+01    6.2000000000e+01    0.0000000000e+00   -1.0503989961e+01    9.9467210161e-01    1.0000000000e+00
       514   -1.0526895764e+01    2.8572892331e-01    6.2002597608e+01    6.2000000000e+01    0.0000000000e+00   -1.0503807504e+01    1.0000000000e+00    1.0000000000e+00
       515   -1.0535681228e+01    2.0214254505e-01    6.2008323042e+01    6.2000000000e+01    0.0000000000e+00   -1.0503788421e+01    9.9437029168e-01    1.0000000000e+00
       516   -1.0539491425e+01    2.7151935780e-01    6.2010248384e+01    6.2000000000e+01    0.0000000000e+00   -1.0503881157e+01    9.9664831917e-01    1.0000000000e+00
       517   -1.0527871872e+01    2.6920962843e-01    6.2009018286e+01    6.2000000000e+01    0.0000000000e+00   -1.0503920763e+01    9.9686121200e-01    1.0000000000e+00
       518   -1.0549963339e+01    2.3856268307e-01    6.2010640582e+01    6.2000000000e+01    0.0000000000e+00   -1.0503884617e+01    1.0000000000e+00    1.0000000000e+00
       519   -1.0487629696e+01    2.4067888309e-01    6.2004414468e+01    6.2000000000e+01    0.0000000000e+00   -1.0503941644e+01    1.0000000000e+00    1.0000000000e+00
       520   -1.0523414506e+01    2.8099110786e-01    6.2000374821e+01    6.2000000000e+01    0.0000000000e+00   -1.0503739343e+01    1.0000000000e+00    1.0000000000e+00
       521   -1.0515351954e+01    2.9414750016e-01    6.2004668993e+01    6.2000000000e+01    0.0000000000e+00   -1.0503648708e+01    1.0000000000e+00    1.0000000000e+00
       522   -1.0559696447e+01    2.6529179563e-01    6.2010263874e+01    6.2000000000e+01    0.0000000000e+00   -1.0503675509e+01    1.0000000000e+00    1.0000000000e+00
       523   -1.0586387791e+01    4.8072042623e-01    6.2021157067e+01    6.2000000000e+01    0.0000000000e+00   -1.0503817213e+01    1.0000000000e+00    1.0000000000e+00
       524   -1.0611764940e+01    4.4352650143e-01    6.2029062604e+01    6.2000000000e+01    0.0000000000e+00   -1.0504100434e+01    9.9647289090e-01    1.0000000000e+00
       525   -1.0647584825e+01    4.7012194570e-01    6.2038398909e+01    6.2000000000e+01    0.0000000000e+00   -1.0504388432e+01    1.0000000000e+00    1.0000000000e+00
       526   -1.0577124000e+01    3.6235301589e-01    6.2032928675e+01    6.2000000000e+01    0.0000000000e+00   -1.0504774054e+01    1.0000000000e+00    1.0000000000e+00
       527   -1.0617955249e+01    6.3364677055e-01    6.2028332298e+01    6.2000000000e+01    0.0000000000e+00   -1.0504772291e+01    9.9581082177e-01    1.0000000000e+00
       528   -1.0652198487e+01    2.8583226414e-01    6.2039939403e+01    6.2000000000e+01    0.0000000000e+00   -1.0504869668e+01    9.8950354990e-01    1.0000000000e+00
       529   -1.0552204164e+01    2.3815771644e-01    6.2029713128e+01    6.2000000000e+01    0.0000000000e+00   -1.0505299024e+01    9.8845672752e-01    1.0000000000e+00
       530   -1.0599151638e+01    1.8570557103e-01    6.2021622132e+01    6.2000000000e+01    0.0000000000e+00   -1.0505167095e+01    9.9898263149e-01    1.0000000000e+00
       531   -1.0581903683e+01    2.3608484278e-01    6.3027132035e+01    6.3000000000e+01    0.0000000000e+00   -1.0505167033e+01    9.9848125787e-01    1.0000000000e+00
       532   -1.0613720954e+01    3.6104013253e-01    6.3023829764e+01    6.3000000000e+01    0.0000000000e+00   -1.0521343325e+01    9.9925285655e-01    1.0000000000e+00
       533   -1.0612727094e+01    3.7259337901e-01    6.3028577293e+01    6.3000000000e+01    0.0000000000e+00   -1.0521450474e+01    1.0000000000e+00    1.0000000000e+00
       534   -1.0562674786e+01    2.5515822586e-01    6.3020476106e+01    6.3000000000e+01    0.0000000000e+00   -1.0521682631e+01    9.9690164389e-01    1.0000000000e+00
       535   -1.0650678884e+01    3.1706761690e-01    6.3026502753e+01    6.3000000000e+01    0.0000000000e+00   -1.0521607075e+01    9.9759019828e-01    1.0000000000e+00
       536   -1.0643220592e+01    2.5587457545e-01    6.3039057341e+01    6.3000000000e+01    0.0000000000e+00   -1.0521936545e+01    9.9608130664e-01    1.0000000000e+00
       537   -1.0653919173e+01    2.2881539486e-01    6.3039445980e+01    6.3000000000e+01    0.0000000000e+00   -1.0522353290e+01    9.8959549564e-01    1.0000000000e+00
       538   -1.0598948266e+01    2.1021227587e-01    6.4033804676e+01    6.4000000000e+01    0.0000000000e+00   -1.0522598056e+01    9.9527264946e-01    1.0000000000e+00
       539   -1.0546200874e+01    3.4011306057e-01    6.5011665694e+01    6.5000000000e+01    0.0000000000e+00   -1.0538373751e+01    9.9462765635e-01    1.0000000000e+00
       540   -1.0475766644e+01    3.4360911874e-01    6.4985990999e+01    6.5000000000e+01    0.0000000000e+00   -1.0553546387e+01    9.9648336268e-01    1.0000000000e+00
       541   -1.0485691254e+01    2.6343474112e-01    6.4976345541e+01    6.5000000000e+01    0.0000000000e+00   -1.0553024916e+01    1.0000000000e+00    9.8461538462e-01
       542   -1.0436171299e+01    2.4835123627e-01    6.3971771132e+01    6.4000000000e+01    0.0000000000e+00   -1.0552770698e+01    1.0000000000e+00    1.0000000000e+00
       543   -1.0489895780e+01    5.9115111234e-01    6.3976167861e+01    6.4000000000e+01    0.0000000000e+00   -1.0536983520e+01    1.0000000000e+00    1.0000000000e+00
       544   -1.0424307808e+01    4.0880095782e-01    6.3974215134e+01    6.4000000000e+01    0.0000000000e+00   -1.0536956034e+01    9.9678429900e-01    1.0000000000e+00
       545   -1.0486012333e+01    3.2480504285e-01    6.3973693129e+01    6.4000000000e+01    0.0000000000e+00   -1.0536697187e+01    9.9736365236e-01    1.0000000000e+00
       546   -1.0469133780e+01    2.9328500176e-01    6.3980937151e+01    6.4000000000e+01    0.0000000000e+00   -1.0536586027e+01    1.0000000000e+00    1.0000000000e+00
       547   -1.0487866650e+01    3.1615174790e-01    6.3981262709e+01    6.4000000000e+01    0.0000000000e+00   -1.0536562709e+01    9.9402339615e-01    1.0000000000e+00
       548   -1.0444675568e+01    4.1376325913e-01    6.3977377046e+01    6.4000000000e+01    0.0000000000e+00   -1.0536469416e+01    9.9278154512e-01    1.0000000000e+00
       549   -1.0431836405e+01    2.8316941453e-01    6.3968506142e+01    6.4000000000e+01    0.0000000000e+00   -1.0536224141e+01    9.9652026544e-01    1.0000000000e+00
       550   -1.0455581640e+01    3.0631705031e-01    6.3970381915e+01    6.4000000000e+01    0.0000000000e+00   -1.0535875992e+01    9.9107736043e-01    1.0000000000e+00
       551   -1.0464845247e+01    2.4422278587e-01    6.3975705369e+01    6.4000000000e+01    0.0000000000e+00   -1.0535744064e+01    9.8937349053e-01    1.0000000000e+00
       552   -1.0469746805e+01    3.0930009306e-01    6.3977989753e+01    6.4000000000e+01    0.0000000000e+00   -1.0535685123e+01    1.0000000000e+00    1.0000000000e+00
       553   -1.0410677810e+01    4.8398785603e-01    6.4969571188e+01    6.5000000000e+01    0.0000000000e+00   -1.0535588985e+01    9.9259446693e-01    1.0000000000e+00
       554   -1.0620529244e+01    7.2602149465e-01    6.4988257884e+01    6.5000000000e+01    0.0000000000e+00   -1.0550720373e+01    9.9727315524e-01    1.0000000000e+00
       555   -1.0557020915e+01    2.7666252745e-01    6.5011798607e+01    6.5000000000e+01    0.0000000000e+00   -1.0551175964e+01    1.0000000000e+00    1.0000000000e+00
       556   -1.0537488455e+01    2.9370326783e-01    6.4998344024e+01    6.5000000000e+01    0.0000000000e+00   -1.0551579963e+01    9.8275204725e-01    1.0000000000e+00
       557   -1.0546092605e+01    3.2989127723e-01    6.4996673315e+01    6.5000000000e+01    0.0000000000e+00   -1.0551376130e+01    9.8929971298e-01    1.0000000000e+00
       558   -1.0575927959e+01    3.1336998058e-01    6.5002885084e+01    6.5000000000e+01    0.0000000000e+00   -1.0551370495e+01    9.9866755454e-01    1.0000000000e+00
